"X_id","OFFENCE_YEAR","DIVISION","TICKET_TYPE","OFFENCE_CATEGORY","AGE_GROUP","HOOD_158","NEIGHBOURHOOD_158","TICKET_COUNT"
8795,2019,"D32","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","33","Clanton Park",11
8796,2020,"D43","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","156","Bendale-Glen Andrew",19
8797,2021,"D53","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","71","Cabbagetown-South St.James Town",3
8798,2015,"D22","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","161","Humber Bay Shores",213
8799,2018,"D13","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","108","Briar Hill-Belgravia",1
8800,2016,"D22","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","10","Princess-Rosethorn",35
8801,2018,"D31","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","27","York University Heights",181
8802,2020,"D52","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","79","University",17
8803,2019,"D51","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","71","Cabbagetown-South St.James Town",34
8804,2014,"D52","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","170","Yonge-Bay Corridor",2
8805,2021,"D31","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","23","Pelmo Park-Humberlea",1
8806,2022,"D14","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","166","St Lawrence-East Bayfront-The Islands",1
8807,2017,"D32","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","34","Bathurst Manor",31
8808,2016,"D33","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","NSA","NSA",108
8809,2021,"D43","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","136","West Hill",235
8810,2020,"D55","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","60","Woodbine-Lumsden",6
8811,2017,"D55","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","64","Woodbine Corridor",12
8812,2019,"D23","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","1","West Humber-Clairville",21
8813,2022,"D51","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","168","Downtown Yonge East",104
8814,2021,"D43","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","141","Golfdale-Cedarbrae-Woburn",18
8815,2020,"D52","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","164","Wellington Place",1
8816,2014,"D32","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","153","Avondale",76
8817,2019,"D23","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","1","West Humber-Clairville",910
8818,2021,"D52","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","170","Yonge-Bay Corridor",33
8819,2017,"D55","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","64","Woodbine Corridor",26
8820,2016,"D11","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","87","High Park-Swansea",157
8821,2019,"D12","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","29","Maple Leaf",2
8822,2018,"D22","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","10","Princess-Rosethorn",15
8823,2022,"D53","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","173","North Toronto",2
8824,2016,"D33","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","150","Fenside-Parkwoods",16
8825,2021,"D33","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","42","Banbury-Don Mills",4
8826,2015,"D52","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","167","Church-Wellesley",17
8827,2020,"D12","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","29","Maple Leaf",3
8828,2015,"D22","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","13","Etobicoke West Mall",2
8829,2017,"D13","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","106","Humewood-Cedarvale",19
8830,2020,"D11","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","90","Junction Area",1
8831,2021,"D52","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","164","Wellington Place",106
8832,2022,"D32","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","37","Willowdale West",5
8833,2021,"D52","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","164","Wellington Place",10
8834,2022,"D31","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","25","Glenfield-Jane Heights",227
8835,2019,"D12","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","23","Pelmo Park-Humberlea",1
8836,2018,"D32","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","50","Newtonbrook East",24
8837,2016,"NSA","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Youth","NSA","NSA",1
8838,2019,"D12","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","113","Weston",1
8839,2016,"D31","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","27","York University Heights",5
8840,2014,"D22","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","12","Markland Wood",1
8841,2014,"D55","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","60","Woodbine-Lumsden",20
8842,2015,"D41","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","157","Bendale South",3
8843,2017,"D12","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","115","Mount Dennis",7
8844,2017,"D51","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","167","Church-Wellesley",48
8845,2016,"D53","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","95","Annex",19
8846,2016,"D42","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","116","Steeles",21
8847,2021,"D13","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","92","Corso Italia-Davenport",3
8848,2015,"D23","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","2","Mount Olive-Silverstone-Jamestown",4
8849,2018,"D42","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","130","Milliken",68
8850,2015,"D32","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","50","Newtonbrook East",138
8851,2022,"D32","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","NSA","NSA",240
8852,2018,"D41","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","119","Wexford/Maryvale",1
8853,2019,"D14","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","165","Harbourfront-CityPlace",211
8854,2017,"D43","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","142","Woburn North",375
8855,2021,"D22","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","19","Long Branch",2
